Id,Abstract,Summary,
!291,"The hydrogen economy is a proposed system where hydrogen is produced and used extensively as the primary energy carrier. Successful development of hydrogen economy means innumerable advantages for the environment, energy security, economy, and final users. One major key to wholly develop hydrogen economy is safe, compact, light and cost-efficient hydrogen storage. The conventional gaseous state storage system as pressurized hydrogen gas and liquid state storage system pose safety and cost problems to onboard applications; therefore, they do not satisfy the future goals for a hydrogen economy. Fortunately, solid-state storage systems based on metal hydrides have demonstrated great potentials to store hydrogen in large quantities in a quite secure, compact, and repeatedly reversible manner and thus, becoming increasingly attractive option for hydrogen applications. However, techno-economic feasibility of hydrogen storage systems is yet to be realized as none of the current metal hydrides fulfill all the essential criteria for a practical hydrogen economy, mainly because of low hydrogen storage capacity, sluggish kinetics and unacceptable temperatures of hydrogen absorption/desorption. This article gives a brief review of hydrogen as an ideal sustainable energy carrier for the future economy, its storage as the stumbling block as well as the current position of solid-state hydrogen storage in metal hydrides and makes a recommendation based on the most promising novel discoveries made in the field in recent times which suggests a prospective breakthrough towards a hydrogen economy. © 2019 Hydrogen Energy Publications LLC","The conventional gaseous state storage system as pressurized hydrogen gas and liquid state storage system pose safety and cost problems to onboard applications; therefore, they do not satisfy the future goals for a hydrogen economy. Fortunately, solid-state storage systems based on metal hydrides have demonstrated great potentials to store hydrogen in large quantities in a quite secure, compact, and repeatedly reversible manner and thus, becoming increasingly attractive option for hydrogen applications.",_
!292,"Mg-based hydrogen storage materials are considered to be one of the most promising solid-state hydrogen storage materials due to their large hydrogen storage capacity and low cost. However, slow hydrogen absorption/desorption rate and excessive hydrogen absorption/desorption temperature limit the application of Mg-based hydrogen storage materials. The present paper reviews the advances in the research of Mg-based hydrogen storage film in recent years, including the advantage of the film, the function theory of fabricating method and its functional theory, and the influencing factors in the technological process. The research status worldwide is introduced in detail. By comparing pure Mg, Pd-caped Mg, non-palladium capped Mg, and Mg alloy hydrogen storage films, an ideal tendency for producing Mg-based film is pointed out, for example, looking for a cheap metal element to replace the high-priced Pd, compositing Mg film with other hydrogen storage alloy of catalytic elements, and so on. © 2019 Chinese Physical Society and IOP Publishing Ltd.","The research status worldwide is introduced in detail. By comparing pure Mg, Pd-caped Mg, non-palladium capped Mg, and Mg alloy hydrogen storage films, an ideal tendency for producing Mg-based film is pointed out, for example, looking for a cheap metal element to replace the high-priced Pd, compositing Mg film with other hydrogen storage alloy of catalytic elements, and so on.",_
!293,"Given the fact that lithium aluminum hydride (LiAlH4) can exist in distinct crystalline structures under different conditions, in this study, we aim to theoretically investigate the structural properties and the pressure-induced phase transformations of its 13 closely related crystal structures by means of the density functional theory (DFT). The present study reveals that the phase transformation of LiAlH4 from the most stable form (α-phase) to the second most stable form (-phase) occurs at approximately 3.3 GPa, corresponding to a volume collapse of ∼14% and a reduction of 22% in the crystal volume. Due to the relatively higher hydrogen weight content, -LiAlH4 becomes a potentially attractive candidate for solid-state hydrogen storage at moderate pressures. The two most stable forms, i.e., the structures with the (i) P21/c (α-LiAlH4) and (ii) I41/a (-LiAlH4) space groups, have been selected so that their structural and electronic properties can be discussed in greater detail. Our study also shows that the numerical results are greatly influenced by the choice of the DFT methods used, such as the exchange-correlation functionals and optimization schemes. © 2020 Author(s).","Given the fact that lithium aluminum hydride (LiAlH4) can exist in distinct crystalline structures under different conditions, in this study, we aim to theoretically investigate the structural properties and the pressure-induced phase transformations of its 13 closely related crystal structures by means of the density functional theory (DFT). Due to the relatively higher hydrogen weight content, -LiAlH4 becomes a potentially attractive candidate for solid-state hydrogen storage at moderate pressures.",_
!294,"Zr(BH4)4·8NH3 is considered to be a promising solid state hydrogen-storage material, due to its high hydrogen capacity and low dehydrogenation temperature. However, the possible applications of Zr(BH4)4·8NH3 have been greatly hampered by the complicated and less applicable synthesis process, which must be operated at relatively low temperature (<20 °C). Herein, we reported a simple and facile “heating-(ball milling) BM vial” method via physical vapour deposition to tackle this issue. By this technique, Zr(BH4)4·8NH3 was successfully synthesized. Furthermore, composite formation by adding 10 wt% NaBH4 to the as-prepared Zr(BH4)4·8NH3 was found to be able to lower down the dehydrogenation peak of Zr(BH4)4·8NH3 from 130 to 75 °C and more excitingly, the possible emission of B2H6 and NH3 from dehydrogenation of only Zr(BH4)4·8NH3 was completely suppressed after addition of NaBH4. This research presents a new hydrogen-storage system based on Zr(BH4)4·8NH3+NaBH4 composite and it also implies a new development methodology of future hydrogen storage materials. © 2018 Hydrogen Energy Publications LLC","However, the possible applications of Zr(BH4)4·8NH3 have been greatly hampered by the complicated and less applicable synthesis process, which must be operated at relatively low temperature (<20 °C). Herein, we reported a simple and facile “heating-(ball milling) BM vial” method via physical vapour deposition to tackle this issue.",_
!295,"Hydrogen storage materials based on the stoichiometry Mg(Ni1-xMnx)2 have been synthesized by High Energy Ball Milling (HEBM) and studied as potential candidate materials for solid state hydrogen storage. The microstructures of the as-cast and the milled alloys were characterized by means of X-ray Powder Diffraction (XRD) and Scanning Electron Microscopy (SEM) both prior and after the hydrogenation process. The storage characteristics (Pressure-Composition-Temperature isotherms) and the sorption kinetics obtained by a commercial and automatically controlled Sievert-type apparatus. The X-ray results showed that the substitution of Mn over Ni could eliminate and inhibit the MgNi2 phase. The calculation of the average crystallite size showed that the increase of the amount of Mn can reduce the size at the early stages, but for Mn content higher than 0.25 the crystallite size increases, while the microstrain levels decreased monotonically. The hydrogenation and dehydrogenation measurements took place at several temperatures (150–200–250–300 °C). The results showed that the kinetics for both the hydrogenation and dehydrogenation can be fast for operation at temperatures between 250 and 300 °C, but for temperatures below 200 °C the hydrogenation process is very slow, and the dehydrogenation process cannot be achieved. © 2019 Elsevier Ltd",Hydrogen storage materials based on the stoichiometry Mg(Ni1-xMnx)2 have been synthesized by High Energy Ball Milling (HEBM) and studied as potential candidate materials for solid state hydrogen storage. The hydrogenation and dehydrogenation measurements took place at several temperatures (150–200–250–300 °C).,_
!296,"NaMgH3 has been considered to be a potential candidate for solid-state hydrogen storage due to its considerable hydrogen gravimetric (6.0 wt %) and volumetric (88.0 g/L) densities. Meanwhile, NaMgH3 possesses an outstanding theoretical thermal storage density of 2881 kJ/kg, which makes it one of the most promising thermal energy storage materials. However, the sluggish dehydrogenation kinetics of NaMgH3 embarrasses further practical application. Doping a nanosize Ti-based catalyst is treated to be one of the most effective methods to settle the poor dehydriding kinetics. In this work, different kinds of TiO2 catalysts, the 5 wt % TiO2 microparticle (MP) (100 nm), TiO2 nanoparticle (NP) (5-10 nm), and TiO2 nanotube (NT) (5-10 nm), were doped into NaMgH3 in the process of ball milling and heat treatment, which in situ formed Na0.46TiO2 significantly promoting the full hydrogen desorption kinetics of NaMgH3. Among all samples, the TiO2 NT-doped sample shows the best performance of which the onset decomposition temperature is reduced to 300 °C, and the first- and second-step decomposition peak temperatures are decreased to 346.3 and 355.8 °C, respectively. The TiO2 NT-doped sample desorbs approximately 3.4 wt % H2 at 350 °C within 10 min, while the pure NaMgH3 sample releases only 0.2 wt % H2 in 10 min. The significant improvement in both two decomposition reactions kinetics of NaMgH3 can be attributed to the tubular morphology of the TiO2 NT and the in situ formation of multivalence Ti species (Na0.46TiO2). These two reasons can change the kinetic models of NaMgH3 from A2 to R2 and further dramatically decrease the activation energies of first- and second-step decomposition reactions of NaMgH3 to 91.7 and 142.1 kJ/mol, respectively. In particular, the in situ formed Na0.46TiO2 can benefit the e- transfers among Na+, Mg2+, and H-, tremendously enhancing dehydrogenation properties. © 2019 American Chemical Society.","However, the sluggish dehydrogenation kinetics of NaMgH3 embarrasses further practical application. In this work, different kinds of TiO2 catalysts, the 5 wt % TiO2 microparticle (MP) (100 nm), TiO2 nanoparticle (NP) (5-10 nm), and TiO2 nanotube (NT) (5-10 nm), were doped into NaMgH3 in the process of ball milling and heat treatment, which in situ formed Na0.46TiO2 significantly promoting the full hydrogen desorption kinetics of NaMgH3.",_
!297,"A new and solvent-free synthesis route has been adopted and optimized to prepare crystalline VNbO5 from the mechanochemical reaction between Nb2O5 and V2O5 as starting reagents. The substantially amorphous mixture of equimolar pentoxide V and Nb metals observed after extended mechanical treatment transforms into a crystalline powder following calcination under mild conditions at 710 K. The structure solution of the X-ray diffraction pattern using a global optimization approach, combined with Rietveld refinement, points to a space group P212121 (no. 19) different from Pnma (no. 62) previously proposed in the literature assuming it to be isostructural to VTaO5. The new space group helps to describe weak peaks that remained previously unaccounted for and allows more reliable determination of atomic fractional coordinates and interatomic distance distribution. The as-prepared VNbO5 has been tested as a dopant (5 wt%) for the purpose of solid state hydrogen storage, decreasing significantly the release of hydrogen of MgH2/Mg (620 K) and further enhancing the hydrogen sorption kinetic properties. © The Royal Society of Chemistry 2019.","The substantially amorphous mixture of equimolar pentoxide V and Nb metals observed after extended mechanical treatment transforms into a crystalline powder following calcination under mild conditions at 710 K. The structure solution of the X-ray diffraction pattern using a global optimization approach, combined with Rietveld refinement, points to a space group P212121 (no. The new space group helps to describe weak peaks that remained previously unaccounted for and allows more reliable determination of atomic fractional coordinates and interatomic distance distribution.",_
!298,"A holistic approach is required for the development of materials and systems for hydrogen storage, embracing all the different steps involved in a successful advance of the technology. The several engineering solutions presented in this work try to address the technical challenges in synthesis and application of solid-state hydrogen storage materials, mainly metal hydride based compounds. Moving from the synthesis of samples in lab-scale to the production of industrial sized batches a novel process development is required, including safety approaches (for hazardous powders), and methods to prevent the contamination of sensitive chemicals. The reduction of overall costs has to be addressed as well, considering new sources for raw materials and more cost-efficient catalysts. The properties of the material itself influence the performances of the hydride in a pilot storage tank, but the characteristics of the system itself are crucial to investigate the reaction limiting steps and overcome hindrances. For this, critical experiments using test tanks are needed, learning how to avoid issues as material segregation or temperature gradients, and optimizing the design in the aspects of geometry, hull material, and test station facilities. The following step is a useful integration of the hydrogen storage system into real applications, with other components like fuel cells or hydrogen generators: these challenging scenarios provide insights to design new experiments and allow stimulating demonstrations. © 2018 Trans Tech Publications, Switzerland.","The reduction of overall costs has to be addressed as well, considering new sources for raw materials and more cost-efficient catalysts. The following step is a useful integration of the hydrogen storage system into real applications, with other components like fuel cells or hydrogen generators: these challenging scenarios provide insights to design new experiments and allow stimulating demonstrations.",_
!299,"Hydrogen energy is one of the most important choices for realizing clean energy because of its wide sources, no pollution, and high energy density. The technological innovation of fuel cells contributes to the attractive prospect of hydrogen energy in vehicles, but the problem of hydrogen filling and hydrogen storage has become one of the obstacles to the development of hydrogen energy cars. The safe and efficient hydrogen storage is crucial for the large-scale application of hydrogen energy. Till now there have been developed three main hydrogen storage methods, which include high-pressure gaseous hydrogen storage, low-temperature liquid hydrogen storage and solid-state hydrogen storage. The gravimetric density of gaseous hydrogen storage system can be promoted by increasing the pressure of hydrogen and the specific strength of container material. However, H2 molecular interaction causes a relatively low volumetric density of gaseous hydrogen storage system, and excessively high hydrogen pressure challenges the safety and heightens design difficulty and cost of hydrogen tanks. The liquid hydrogen storage owns ideal gravimetric and volumetric density, which can be realized by compres-sing and liquefying hydrogen gas. However, liquid hydrogen is particularly prone to volatilize and liquid hydrogen container requires strict storing conditions. In addition, the liquefying process of gaseous hydrogen is uneconomical, as it consumes an energy quantity that constitutes about 40% of the combustion heat release of the stored hydrogen. For the solid-state hydrogen storage, hydrogen is stored in the hydrides in the form of atom or ion. Hence, the solid-state hydrogen storage obtains an impressively high volumetric density and enjoys greater security because the hydrogen storage materials absorb/desorb hydrogen at mild conditions. But the gravimetric density of hydrogen storage materials is comparatively low. The high-pressure hybrid hydrogen storage vessel, which combines the advantages of gaseous and solid-state hydrogen storage methods, offers a feasible path to safe and high-density hydrogen storage. The volumetric density of high-pressure hydrogen tank can be effectively enhanced by the hydrogen storage materials, resulting in lower operating pressure, smaller volume, and higher safety. The performance promotion of the high-pressure hybrid hydrogen storage vessels depends upon the development of materials with excellent hydrogen sorption performances under high hydrogen pressure. The AB2 type ZrFe2-based and TiCr2 based alloys are the currently prevailing high-pressure hydrogen storage materials. Though researchers mainly concentrate on and have achieved the regulation of storage capacity, absorption/desorption pressure plateau and kinetics through the alloying trials which partially substitute elements with various atomic radius and electronic structures for either A-site or B-site, the gravimetric densities of ZrFe2-based and TiCr2-based alloys are still unsatisfactory. NaAlH4 and AlH3 display considerable potential as candidate storage materials owing to their intrinsically high storage density. For NaAlH4, sufficient works have preliminarily confirmed the effectiveness of nanosizing and catalyst-doping toward dehydrogenation temperature reduction and cyclic stability enhancement. And the yield of AlH3 along with its crystallinity can likely be enhanced by adopting ball milling or improving the solvent. This review starts with a brief introduction of how the high-pressure hybrid hydrogen storage vessel works and a summary of the performance requirements of the hydrogen storage materials. It then provides detailed discussion and description upon the structure, characteristics and research status quo with respect to the above-mentioned two species of high-pressure hydrogen storage materials, i.e.hydrogen storage alloys (ZrFe2, TiCr2) and aluminum based complex hydrides (NaAlH4, AlH3). © 2019, Materials Review Magazine. All right reserved.","But the gravimetric density of hydrogen storage materials is comparatively low. The volumetric density of high-pressure hydrogen tank can be effectively enhanced by the hydrogen storage materials, resulting in lower operating pressure, smaller volume, and higher safety.",_
!300,"In solid-state hydrogen storage in light metal hydrides, nanoconfinement and the use of catalysts represent promising solutions to overcoming limitations such as poor reversibility and slow kinetics. In this work, the morphology and hydrogen desorption kinetics of NaAlH4 melt-infiltrated into a previously developed Ti-based doped porous Al scaffold is analysed. Small-angle X-ray scattering and scanning electron microscopy analysis of low NaAlH4 loading in the porous Al scaffold has revealed that mesopores and small macropores are filled first, leaving the larger macropores/voids empty. Temperature-programmed desorption experiments have shown that NaAlH4-infiltrated porous Al scaffolds show a higher relative H2 release, with respect to NaAlH4 + TiCl3, in the temperature range 148–220 °C, with the temperature of H2 desorption trending to bulk NaAlH4 with increasing scaffold loading. The Ti-based catalytic effect is reproduced when the dopant is present in the scaffold. Further work is required to increase the mesoporous volume in order to enhance the nanoconfinement effect. © 2018 Hydrogen Energy Publications LLC","In this work, the morphology and hydrogen desorption kinetics of NaAlH4 melt-infiltrated into a previously developed Ti-based doped porous Al scaffold is analysed. Small-angle X-ray scattering and scanning electron microscopy analysis of low NaAlH4 loading in the porous Al scaffold has revealed that mesopores and small macropores are filled first, leaving the larger macropores/voids empty.",_
!301,"In the field of the solid state hydrogen-storage materials, boron-ammine compounds appears excellent dehydrogenation properties. But the key problems are centering on the circulation of hydrogenation and controllable dehydrogenation. However, maybe it's a huge improvement if we introduce the Frustrated Lewis Pairs (FLPs) such as Carbon-Phosphorous bonds into the hydrogen-storage compounds. Presently, we design 7 compounds containing FLPs structures and 14 pathways of (de)hydrogenation based on the experiments and compare their properties of hydrogenation kinetically and thermodynamically. The results suggest the hydrogenation is direct related to the difference between the two relevant atomic charges. It's easy to be hydrogenation between the atoms with small change of the atomic charges after the additive reaction. © 2016 Hydrogen Energy Publications LLC","However, maybe it's a huge improvement if we introduce the Frustrated Lewis Pairs (FLPs) such as Carbon-Phosphorous bonds into the hydrogen-storage compounds. Presently, we design 7 compounds containing FLPs structures and 14 pathways of (de)hydrogenation based on the experiments and compare their properties of hydrogenation kinetically and thermodynamically.",_
!302,"The implementation of a future economy based on hydrogen-related energy needs an urgent development of efficient, safe, and economic solid-state hydrogen-storage materials. During the search process for novel materials for storing hydrogen, research interests in the past few decades have been intensively focused on light metal borohydrides and amides as two representative chemical complex hydrides with high hydrogen capacities. Recently, a large number of studies have reported new borohydride/amide combined systems that expand the scope of hydrogen-storage materials. Here, we review the interaction between light metal borohydrides and amides for storing hydrogen, with a special emphasis on the synthetic strategies and structural, physical, and chemical properties, which reveal a correlation between the composition, structure, and dehydrogenation properties and also provide general principles to the design of new combined systems with tailored functionality. This review also demonstrates the current progress on the dehydrogenation kinetic improvement of borohydride/amide combined systems. © 2017 The Royal Society of Chemistry.","The implementation of a future economy based on hydrogen-related energy needs an urgent development of efficient, safe, and economic solid-state hydrogen-storage materials. During the search process for novel materials for storing hydrogen, research interests in the past few decades have been intensively focused on light metal borohydrides and amides as two representative chemical complex hydrides with high hydrogen capacities.",_
!303,"Hydride nanocomposites in the (LiNH2 + nMgH2) system have been synthesized by ball milling with varying input of milling energy injected into powder particles, QTR (kJ/g). The grain (crystallite) size of LiNH2 and MgH2 decreases rapidly with increasing QTR up to approximately 150-200 kJ/g and subsequently more or less saturates at the value of 10-20 nm. For the injected energy QTR ≈ 250-350 kJ/g the specific surface area (SSA) increases from the initial 2.4 m2/g for powder mixtures before milling to 30-37 m2/g for nanocomposites after milling. After injecting QTR ≈ 550 kJ/g there is a further increase of SSA to 52 m2/g which is over 20-fold increase of SSA from its initial value. That clearly indicates that a profound reduction of particle size has occurred. The hydride phases formed during ball milling with relatively low QTR are identified as a-Mg(NH 2)2 (amorphous magnesium imide) and LiH. The ball milled (LiNH2 + nMgH2) nanocomposite system with n = 0.5-0.9 can effectively desorb about 4-5 wt.% H2 with a reasonable rate at the temperature range close to 200 °C. Within a low temperature range up to ∼250 °C, regardless of the molar ratio n and the injected energy Q TR the thermal desorption of the (LiNH2 + nMgH 2) nanocomposites occurs without any release of ammonia, NH 3. For all molar ratios, n, the hydride nanocomposites are fully reversible at 175 °C under a relatively mild pressure of 50 bar H 2. The quantity of H2 desorbed decreases with increasing molar ratio n, due to increasing fraction of inactive, retained MgH2. However, at 125 °C the dehydrogenation rate is very sluggish and the quantity of released H2 is minimal. At the temperature range lower than ∼250 °C dehydrogenation of ball milled nanocomposites occurs through formation of the Li2Mg(NH)2 hydride phase. The value of the measured dehydrogenation enthalpy change of 46.7 kJ/molH 2 is relatively low and apparently, it is not responsible for sluggish dehydrogenation at 125 °C. The measurements of thermal conductivity for non-milled powders and ball milled nanocomposites show a dramatic reduction of thermal conductivity after ball milling. It seems that this could be a principal factor responsible for such a low dehydrogenation rate at low temperatures. © 2014, Hydrogen Energy Publications, LLC. Published by Elsevier Ltd. All rights reserved.","The hydride phases formed during ball milling with relatively low QTR are identified as a-Mg(NH 2)2 (amorphous magnesium imide) and LiH. For all molar ratios, n, the hydride nanocomposites are fully reversible at 175 °C under a relatively mild pressure of 50 bar H 2.",_
!304,"Owing to a theoretical hydrogen storage capacity of 10.5 wt% H2, Ca(BH4)2+MgH2, the so-called calcium reactive hydride composite (Ca-RHC), has a great potential as a hydrogen storage material. However, its dehydrogenation temperature (∼623 K) is too high for any mobile applications. By addition of 10 mol% of NbF5 into Ca(BH4)2+MgH2, a decrease of the dehydrogenation onset temperature by ∼120 K is observed. In order to understand the reasons behind this desorption temperature decrement two sets of samples [Ca(BH4)2+MgH2 and Ca(BH4)2+MgH2+0.1NbF5] in different hydrogenation states, were prepared. The structural investigation of the above mentioned sets of samples by means of volumetric measurements, anomalous small-angle X-ray scattering (ASAXS) and X-ray absorption spectroscopy (XAS) is reported here. The XAS results show that after the milling procedure NbB2 is formed and remains stable upon further de/rehydrogenation cycling. The results of Nb ASAXS point to nanometric spherical NbB2 particles distributed in the hydride matrix, with a mean diameter of ∼10 nm. Results from Ca ASAXS indicate Ca-containing nanostructures in the Ca-RHC+0.1NbF5 samples to be ∼50% finer compared to those without additive. Thus, a higher reaction surface area and shorter diffusion paths for the constituents are concluded to be important contributions to the catalytic effect of an NbF5 additive on the hydrogen sorption kinetics of the Ca(BH4)2+MgH2 composite system. © 2014 International Union of Crystallography.","However, its dehydrogenation temperature (∼623 K) is too high for any mobile applications. In order to understand the reasons behind this desorption temperature decrement two sets of samples [Ca(BH4)2+MgH2 and Ca(BH4)2+MgH2+0.1NbF5] in different hydrogenation states, were prepared.",_
!305,"Magnesium hydride is one of the most promising candidates for solid-state hydrogen storage and thermal energy storage applications. The effects of V-based solid solution alloys on the hydrogenation and dehydrogenation behavior of magnesium hydride are studied. Significant reduction of the dehydrogenation temperature and improvements of the kinetics of both absorption and desorption reactions were observed for MgH2with V-based additives. Those observations were made using thermogravimetric analysis (TGA) and pressure-composition-temperature (PCT) techniques. In situ synchrotron X-ray diffraction (XRD) measurements suggest that the additives functioned as catalysts during the reactions. The comparison of the characteristics of different additives suggested that the hydrogen equilibrium pressures of those additives themselves have a significant bearing on their effects on the kinetic behaviors of MgH2. The lower is the stability of an additive as a hydride, the more effective it would be as a catalyst. © 2014 American Chemical Society.",The effects of V-based solid solution alloys on the hydrogenation and dehydrogenation behavior of magnesium hydride are studied. Those observations were made using thermogravimetric analysis (TGA) and pressure-composition-temperature (PCT) techniques.,_
!306,"The alkali metal silanides α-MSiH3 appear to be a promising family of complex hydrides for solid-state hydrogen storage. Herein the structural, energetic and electronic properties of α-MSiH3 silanides (M = Li, Na, K, Rb, Cs) and MSi Zintl phases are systematically investigated for the first time by using first-principles calculations method based on density functional theory. The structural parameters of α-MSiH3 and MSi including lattice constants and atomic positions are determined through geometry optimization. The obtained results are close to the experimental data analysed from X-ray and neutron powder diffraction. The calculations of formation enthalpy show that α-KSiH3, α-RbSiH3 and α-CsSiH3 silanides are easier to be synthetized relative to α-LiSiH3 and α-NaSiH3, which interprets well the lower thermostabilities of experimental α-LiSiH3 and α-NaSiH3. Nevertheless, LiSi, KSi and CsSi phases are easier to be formed relative to NaSi and RbSi. The calculations of hydrogen desorption enthalpy reveal that the dehydrogenation abilities of α-MSiH3 silanides along the decomposition path of α-MSiH3→MSi + H2 are gradually enhanced in the order of α-CsSiH3, α-RbSiH3, α-KSiH3, α-NaSiH3 and α-LiSiH3, which may be originated from their decreasing thermostabilities. From a comprehensive point of view including hydrogen storage capacity, thermostability and dehydrogenation ability, α-KSiH3 (∼4.29 wt%) is identified as the most promising alkali metal silanide for reversible hydrogen storage. Analysis of electronic structures indicates that a significant charge transfer leads to positively charged M ions and negatively charged SiH3 complex, which constitutes the ionic bonding between them. The bonding within SiH3 complex not only involves the covalent hybridization between Si (3s) (3p) and H (1s) orbitals, but also exhibits some ionic bond characteristics due to the partial charge transfer from Si to H. The covalent bonding interactions between H and Si atoms within SiH3 mainly dominate the thermostabilities and dehydrogenation properties of α-MSiH3 silanides. © 2017 Hydrogen Energy Publications LLC","The alkali metal silanides α-MSiH3 appear to be a promising family of complex hydrides for solid-state hydrogen storage. Herein the structural, energetic and electronic properties of α-MSiH3 silanides (M = Li, Na, K, Rb, Cs) and MSi Zintl phases are systematically investigated for the first time by using first-principles calculations method based on density functional theory.",_
!307,"LiBH4 is considered as a prominent solid state hydrogen storage material with 18.3 wt% hydrogen storage capacity, while suffering sluggish dehydrogenation kinetics and poor reversibility. It is hypothesized that nano scale LiBH4 and catalyst mixture will show improved dehydrogenation performance. In this study, LiBH4 and Ni catalyst precursors were well mixed in organic solvent with activated carbon, followed by freeze drying and thermal reduction process. The as-prepared sample showed a nano Ni decorated LiBH4 clusters covered by the thin film of activated carbon, which helped reduce the doping amount of Ni catalyst and improve the reversibility of LiBH4. The onset of LiBH4 decomposition temperature was reduced to 243 °C with the first main hydrogen releasing peak at 278 °C. The sample desorbs 5.5 wt% hydrogen within 1 h at 330 °C. Although underwent serious degradation, a partial reversibility was observed under 9 MPa hydrogen pressure for 3 h at 400 °C. © 2014 Elsevier B.V. All rights reserved.","It is hypothesized that nano scale LiBH4 and catalyst mixture will show improved dehydrogenation performance. Although underwent serious degradation, a partial reversibility was observed under 9 MPa hydrogen pressure for 3 h at 400 °C.",_
!308,"In this review, we discuss the evolution of localized surface plasmon resonance and surface plasmon resonance hydrogen sensors based on nanostructured metal hydrides, which has accelerated significantly during the past 5 years. We put particular focus on how, conceptually, plasmonic resonances can be used to study metal-hydrogen interactions at the nanoscale, both at the ensemble and at the single-nanoparticle level. Such efforts are motivated by a fundamental interest in understanding the role of nanosizing on metal hydride formation processes in the quest to develop efficient solid-state hydrogen storage materials with fast response times, reasonable thermodynamics, and acceptable long-term stability. Therefore, a brief introduction to the thermodynamics of metal hydride formation is also given. However, plasmonic hydrogen sensors not only are of academic interest as research tool in materials science but also are predicted to find more practical use as all-optical gas detectors in industrial and medical applications, as well as in a future hydrogen economy, where hydrogen is used as a carbon free energy carrier. Therefore, the wide range of different plasmonic hydrogen sensor designs already available is reviewed together with theoretical efforts to understand their fundamentals and optimize their performance in terms of sensitivity. In this context, we also highlight important challenges to be addressed in the future to take plasmonic hydrogen sensors from the laboratory to real applications in devices, including poisoning/deactivation of the active materials, sensor lifetime, and cross-sensitivity toward other gas species. © 2014 American Chemical Society.","Such efforts are motivated by a fundamental interest in understanding the role of nanosizing on metal hydride formation processes in the quest to develop efficient solid-state hydrogen storage materials with fast response times, reasonable thermodynamics, and acceptable long-term stability. Therefore, a brief introduction to the thermodynamics of metal hydride formation is also given.",_
!309,"The phase transformations occurring as a function of the ball milling energy injected into the hydride system (LiNH2 + nMgH2), having molar ratios n = 0.5-2.0, have been thoroughly studied. The milling energy in a magneto-mill is estimated by a semi-empirical method. X-ray diffraction (XRD) and Fourier Transform Infrared (FT-IR) measurements show that for the molar ratios n < 1.0 three new phases such as LiH, amorphous Mg(NH2)2 (a-Mg(NH2)2) and Li 2Mg(NH)2 are formed during ball milling depending on the injected quantity of milling energy. Hydrogen is not released during milling when the LiH and a-Mg(NH2)2 hydrides are being formed whereas the formation of the Li2Mg(NH)2 hydride phase is always accompanied by a profound release of hydrogen. For the molar ratios n ≥ 1.0, at a low level of injected milling energy, the hydride phases formed are LiH and a-Mg(NH2)2. The latter reacts with MgH 2 during further milling to form the new phase MgNH whose formation is also accompanied by a profound release of hydrogen. Based on the experimental data we established an approximate hydride phase-injected milling energy diagram for various levels of injected milling energy and the molar ratios. © Copyright © 2012, Hydrogen Energy Publications, LLC. Published by Elsevier Ltd. All rights reserved.","X-ray diffraction (XRD) and Fourier Transform Infrared (FT-IR) measurements show that for the molar ratios n < 1.0 three new phases such as LiH, amorphous Mg(NH2)2 (a-Mg(NH2)2) and Li 2Mg(NH)2 are formed during ball milling depending on the injected quantity of milling energy. Based on the experimental data we established an approximate hydride phase-injected milling energy diagram for various levels of injected milling energy and the molar ratios.",_
!310,"In Part A of this manuscript which consists of two parts, the experimental investigations pertaining to the absorption of hydrogen in an LmNi 4.91Sn0.15 based solid state hydrogen storage device with embedded cooling tubes (ECT) are presented. Two metal hydride based hydrogen storage devices with 36 and 60 ECT filled with 2.75 kg of LmNi 4.91Sn0.15 were fabricated. Performances of the hydrogen storage devices in terms of hydrogen absorption rate and amount of hydrogen absorbed are reported for different supply pressures (10-35 bar), absorption temperatures (20-30 C) and cooling fluid flow rates (2.2-30 l/min). At any given absorption temperature, the rate of hydrogen absorption and the amount of hydrogen absorbed are found to increase with hydrogen supply pressure up to about 35 bar. At the supply condition of 35 bar hydrogen pressure and 30 C absorption temperature, with oil as a heat transfer fluid at a flow rate of 3.2 l/min, the maximum amount of hydrogen absorbed are ≈1.18 wt% in 10 min for 36 ECT, and 8 min for 60 ECT. At the absorption condition of 25 bar supply pressure, 30 l/min water flow rate and 30 C absorption temperature, the absorption time of the reactor with 60 ECT was reduced to 5 min. © 2013, Hydrogen Energy Publications, LLC. Published by Elsevier Ltd. All rights reserver.","In Part A of this manuscript which consists of two parts, the experimental investigations pertaining to the absorption of hydrogen in an LmNi 4.91Sn0.15 based solid state hydrogen storage device with embedded cooling tubes (ECT) are presented. At the supply condition of 35 bar hydrogen pressure and 30 C absorption temperature, with oil as a heat transfer fluid at a flow rate of 3.2 l/min, the maximum amount of hydrogen absorbed are ≈1.18 wt% in 10 min for 36 ECT, and 8 min for 60 ECT.",_
